cliente,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,cargo mensual,cargo total,Cuentas_Diarias,Gasto_Diario_Historico,internet_Fiber optic,internet_No,telefono_Yes,cancelacion_Yes
5640-caxoa,Female,0,No,No,30,No phone service,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),40.35,1187.05,-0.8088988032145221,1.3189444444444445,false,False,false,False
5641-dmbfj,Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.3,4916.4,0.6499013557379707,2.82551724137931,false,False,true,False
5642-mhdqt,Female,0,Yes,Yes,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,-1.4893402880501558,0.6537421383647799,false,True,true,False
5644-pdmzc,Female,1,No,No,2,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,0.822501147013351,2.691666666666667,true,False,true,True
5647-fxotp,Female,1,Yes,No,60,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,1.366854334881858,3.55625,true,False,true,False
5647-urdka,Male,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,-1.4943191281830994,0.5427083333333333,false,True,true,False
5649-anrml,Male,1,No,No,2,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,1.0083778453099141,3.004166666666667,true,False,true,True
5649-rxqtv,Male,0,No,No,51,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,1.1378276887664494,3.292908496732026,true,False,true,False
5649-tjhov,Male,1,Yes,No,27,No phone service,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,-0.9366890332934095,1.2740740740740741,false,False,false,True
5649-vukmc,Female,0,No,No,12,No,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,1.0216547523310973,3.097638888888889,true,False,true,True
5650-vduds,Female,0,No,No,4,No phone service,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,-1.3432943108171418,0.8004166666666667,false,False,false,True
5650-yliba,Male,0,No,No,31,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,0.5453457129461539,2.8393010752688173,true,False,true,False
5651-cpdnd,Male,0,No,No,10,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,-0.6213624915403108,1.6403333333333334,false,False,true,False
5651-crhkq,Female,0,Yes,No,41,No,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,0.7129666640885906,2.7146747967479676,true,False,true,False
5651-wyiph,Female,1,No,No,18,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,-0.4935722614614236,1.6032407407407407,false,False,true,False
5651-ylprd,Female,0,Yes,Yes,32,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,0.7096474373332943,2.8372395833333335,true,False,true,False
5652-msdey,Female,0,No,No,10,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,0.36610746816018186,2.5909999999999997,true,False,true,False
5653-itxjk,Female,0,Yes,No,31,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,-0.515147235370846,1.6113440860215054,false,False,true,False
5655-jsmzm,Male,1,No,No,49,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,1.0448893396181678,3.2096938775510204,true,False,true,True
5656-jamlx,Male,0,No,No,62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,-1.4893402880501558,0.6740053763440861,false,True,true,False
5656-mjefc,Male,0,Yes,Yes,42,No phone service,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,-0.5499991163014517,1.612936507936508,false,False,false,False
5663-qbgis,Male,1,Yes,No,72,Yes,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.35,6929.4,1.116252714857027,3.208055555555555,true,False,true,False
5666-cycyz,Female,0,No,No,24,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.55,2259.35,0.8241607603909987,3.137986111111111,true,False,true,False
5666-mbjpt,Male,0,No,No,65,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.1,1725.0,-1.3150808833971277,0.8846153846153846,false,True,true,False
5668-meisb,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),106.1,7657.4,1.3734927883924495,3.5450925925925922,true,False,true,False
5669-sraip,Female,0,No,No,5,No phone service,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,-0.8371122306345362,1.405,false,False,false,True
5671-rqrlp,Female,1,Yes,No,70,Yes,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),75.65,5411.4,0.36278824140488647,2.5768571428571425,true,False,true,False
5671-uunxd,Female,1,Yes,No,50,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,1.1925949302288297,3.4598333333333335,true,False,true,False
5673-fssmf,Female,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,-0.15169190566595891,2.005,false,False,true,True
5673-tiyib,Male,0,No,No,2,No phone service,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,-0.8072391898368741,1.2858333333333334,false,False,false,True
5676-cflyy,Male,0,Yes,Yes,71,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,0.2864460260330832,2.4199530516431924,false,False,true,False
5678-vfneq,Female,0,Yes,No,71,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.1,7412.25,1.3071082532865337,3.4799295774647887,true,False,true,False
5680-lqogp,Female,0,No,No,68,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,0.588495660764999,2.7679411764705883,false,False,true,False
5681-lloei,Male,0,Yes,Yes,43,Yes,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),91.25,4013.8,0.8805876152310268,3.1114728682170543,true,False,true,False
5684-fjvyr,Female,0,Yes,Yes,72,Yes,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,0.8507145744333646,3.038611111111111,true,False,true,False
5685-iixly,Female,0,Yes,Yes,5,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,0.6266667684509002,2.6946666666666665,true,False,true,True
5686-cmawk,Male,0,No,No,17,Yes,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,0.731222411242717,2.7651960784313725,true,False,true,False
5687-dkdtv,Female,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,77.5,-1.472744154273677,0.6458333333333334,false,True,true,True
5688-kztsn,Male,0,Yes,Yes,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,-1.4843614479172123,0.6401111111111112,false,True,true,True
5692-fptah,Female,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,-0.6412778520720857,1.5133333333333332,false,False,true,True
5692-icxlw,Male,1,No,No,31,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.7,2845.15,0.8623318680769003,3.0593010752688174,true,False,true,False
5693-pipcs,Male,0,No,No,41,No,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,1.159402662675872,3.4311788617886183,true,False,true,False
5696-ceiqj,Male,0,Yes,Yes,67,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,1.2755755991112243,3.430597014925373,true,False,true,False
5696-excys,Male,0,No,No,17,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,-1.5026171950713387,0.7236274509803922,false,True,true,False
5696-jvvqy,Female,0,Yes,Yes,48,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),70.1,3238.4,0.1785711564859705,2.248888888888889,false,False,true,False
5696-qurrl,Male,0,No,No,1,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,-0.6528951457156209,1.5016666666666665,false,False,true,True
5697-gombf,Female,1,Yes,Yes,28,No phone service,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,-0.9566043938251841,1.159107142857143,false,False,false,False
5698-bqjoh,Female,0,No,No,9,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,0.9851432580228441,3.175,true,False,true,True
5699-bncas,Male,1,No,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,-1.3300174037959585,0.8294600938967136,false,True,true,False
5701-guxdc,Female,0,Yes,No,26,No phone service,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,-0.973200527601663,1.2546153846153847,false,False,false,False
5701-svcwr,Female,0,No,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,-1.351592377705381,0.8,false,True,true,False
5701-yvsvf,Female,1,Yes,No,11,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,0.6034321811638301,2.6668181818181815,true,False,true,False
5701-zikje,Male,0,No,No,13,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.55,610.75,-0.4703376741743533,1.566025641025641,false,False,true,False
5702-kvqrd,Male,0,Yes,No,71,No,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,0.5918148875202944,2.7383333333333333,false,False,true,False
5702-skuob,Female,0,Yes,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,93.45,-1.4976383549383954,0.77875,false,True,true,False
5707-orndz,Male,1,No,No,9,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,-0.33756860396252236,1.8298148148148148,false,False,true,True
5707-zmdjp,Male,0,Yes,Yes,53,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,0.16529424946478755,2.3456603773584903,false,False,true,False
5708-evonk,Female,0,Yes,Yes,58,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,0.9519509904698865,3.1239080459770117,true,False,true,True
5709-lvoeq,Female,0,Yes,Yes,0,No,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,0.5353880326802662,,false,False,true,False
5712-ahqnn,Female,0,No,No,43,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0.8938645222522102,3.0651937984496125,true,False,true,False
5712-ptiww,Male,0,No,No,2,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,0.5021957651273087,2.540833333333333,true,False,true,True
5712-vboxd,Female,0,No,No,4,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,68.45,-1.4793826077842684,0.5704166666666667,false,True,true,False
5716-ezxzn,Female,0,Yes,Yes,65,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,1.1394873021440974,3.2906153846153847,true,False,true,False
5716-libjc,Female,0,No,Yes,13,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,1.3087678666641818,3.331025641025641,true,False,true,False
5724-bidbu,Male,0,Yes,No,49,Yes,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,-0.311014789920156,1.7918027210884353,false,False,true,False
5726-cvnya,Female,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,-1.4893402880501558,0.6108333333333333,false,True,true,False
5727-myate,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6397.6,0.8656510948321957,2.961851851851852,false,False,true,False
5729-klzar,Female,0,Yes,Yes,4,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,0.5353880326802662,2.5229166666666667,true,False,true,True
5730-dbdsi,Male,0,No,No,66,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,-1.4943191281830994,0.6332323232323233,false,True,true,False
5730-riito,Female,1,No,No,43,No phone service,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.45,1500.25,-1.0379254493299306,1.162984496124031,false,False,false,False
5732-ikgqh,Male,1,Yes,No,52,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,1.3187255469300694,3.5136217948717947,true,False,true,False
5734-ejkxg,Female,0,No,No,61,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,118.6,7365.7,1.7883961328044211,4.0249726775956285,true,False,true,False
5736-yejax,Male,0,No,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,0.48891885810612573,2.6582367149758457,false,False,true,False
5740-yhgtw,Male,0,Yes,Yes,70,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,1.0896989008146605,3.175738095238095,true,False,true,False
5743-khmna,Male,0,No,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,-1.3001443629982967,0.8911267605633802,false,True,true,False
5747-pmbsq,Male,1,Yes,No,10,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,0.9220779496722243,3.1136666666666666,true,False,true,True
5748-rncjt,Male,0,No,No,69,Yes,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,1.3867696954136324,3.550144927536232,true,False,true,True
5751-usdbl,Male,0,Yes,Yes,46,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,0.5403668728132103,2.787210144927536,false,False,true,False
5753-qqwpw,Female,0,No,No,28,No,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,-0.1599899725541983,1.9698809523809524,false,False,true,False
5756-jyojt,Female,0,No,No,11,No,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,0.005971365210590686,2.112878787878788,false,False,true,False
5756-ozrio,Male,1,Yes,No,61,Yes,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,-0.022242062209423825,2.132568306010929,false,False,true,False
5759-rcvcb,Female,0,No,No,3,No phone service,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,-0.9798389811122544,1.2105555555555556,false,False,false,True
5760-fxfvo,Male,0,No,No,6,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,0.4723227243296469,2.749722222222222,true,False,true,False
5760-ifjoz,Male,0,No,No,3,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,1.4348984833654215,3.4844444444444447,true,False,true,False
5760-wrahc,Female,1,No,No,22,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,0.16695386284243569,2.3415151515151518,false,False,true,False
5761-byyza,Female,0,Yes,Yes,38,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,-1.4976383549383954,0.6693859649122808,false,True,true,False
5762-tjxgk,Female,0,No,No,52,No phone service,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,-0.1981610802400997,1.9477884615384617,false,False,false,False
5766-ftrts,Male,0,Yes,No,72,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,0.6548801958709143,2.7931018518518522,false,False,true,False
5766-rlnam,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,1.6871597167679,3.9006018518518517,true,False,true,False
5766-xqxmq,Female,0,No,No,29,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,0.13708082204477348,2.264942528735632,false,False,true,True
5766-zjybb,Male,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,-1.504276808448987,0.6466666666666666,false,True,true,True
5774-qpltf,Male,0,Yes,Yes,50,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,-1.472744154273677,0.6259666666666667,false,True,true,False
5774-xztqc,Female,0,Yes,Yes,7,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,-1.4694249275183813,0.7178571428571429,false,True,true,False
5777-kjirb,Female,0,No,No,40,No,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.25,2023.55,-0.4802953544402404,1.6862916666666665,false,False,true,False
5777-zpqnc,Female,0,No,No,12,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,-1.4793826077842684,0.7241666666666666,false,True,true,False
5778-bvofb,Female,0,No,No,9,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,-0.17326687957538128,1.963148148148148,false,False,true,False
5780-inqik,Female,0,No,No,8,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,-0.5085087818602545,1.7010416666666666,false,False,true,False
5781-bkhop,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,1.1925949302288297,3.3953935185185187,true,False,true,False
5781-rfzrp,Male,0,Yes,No,71,Yes,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,0.29142486616602725,2.5153755868544603,false,False,true,False
5787-kxgiy,Male,0,Yes,No,72,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,-1.5075960352042825,0.6040740740740741,false,True,true,False
5788-ypoeg,Female,0,Yes,Yes,34,No,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,0.6648378761368018,2.7837745098039215,false,False,true,False
5789-ldfxo,Male,0,No,No,24,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,-1.3316770171736065,0.823125,false,True,true,False
5791-kajfd,Female,0,Yes,Yes,56,Yes,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,0.13376159528947762,2.2666666666666666,false,False,true,False
5792-jalqc,Female,1,No,No,52,Yes,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,-0.16164958593184603,1.9892628205128204,false,False,true,False
5793-yoljn,Female,0,Yes,Yes,55,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,-1.4511691803642544,0.7335151515151515,false,True,true,False
5795-bkoye,Female,0,Yes,Yes,69,No,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),59.1,4134.7,-0.18654378659656445,1.99743961352657,false,False,true,False
5795-ktgud,Female,0,Yes,No,68,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,1.529496445891351,3.702745098039216,true,False,true,False
5797-apwzc,Female,0,No,No,1,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,0.8590126413216045,3.02,true,False,true,True
5799-jrczo,Female,0,No,Yes,63,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1215.1,-1.500957581693691,0.6429100529100529,false,True,true,False
5802-adbrc,Female,0,Yes,No,50,Yes,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,1.3170659335524213,3.4886,true,False,true,False
5803-nqjzo,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),67.8,4804.65,0.1022289411141677,2.2243749999999998,false,False,true,False
5804-hyiez,Male,0,Yes,Yes,70,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,1.3718331750148012,3.597166666666667,true,False,true,False
5804-jmyio,Female,0,Yes,Yes,39,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,757.95,-1.4926595148054518,0.6478205128205129,false,True,true,False
5804-lepim,Female,1,No,No,2,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,0.18686922337420991,2.3175000000000003,true,False,true,True
5808-totxo,Female,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,-1.4661057007630853,0.6377777777777778,false,True,true,False
5811-iwxym,Female,0,Yes,Yes,52,Yes,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),101.25,5301.1,1.2125102907606045,3.398141025641026,true,False,true,False
5813-uecbu,Male,1,No,No,33,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,0.6349648353391396,2.743737373737374,true,False,true,True
5815-hgghv,Male,0,Yes,No,20,No,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,-0.018922835454127533,2.1240833333333335,false,False,true,False
5816-jmlgy,Female,0,Yes,Yes,70,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,0.5204515122814356,2.7227857142857146,false,False,true,False
5816-qvhrx,Female,0,No,No,37,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,1.1809776365852944,3.1904504504504505,true,False,true,False
5816-scgfc,Female,1,No,No,7,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,-0.44544347350963487,1.996904761904762,false,False,true,False
5820-ptrym,Female,1,Yes,No,56,Yes,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,0.12380391502359052,2.3892857142857142,false,False,true,False
5821-mmeil,Female,0,Yes,No,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,-1.487680674672508,0.6523976608187134,false,True,true,False
5825-xjocm,Male,0,No,Yes,48,Yes,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,-0.010624768565888126,2.1078819444444443,false,False,true,False
5827-mwczk,Male,0,Yes,Yes,56,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,5432.2,1.0697835402828864,3.233452380952381,true,False,true,False
5828-avipd,Male,0,Yes,Yes,19,Yes,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,1.2025526104947173,3.290438596491228,true,False,true,True
5828-dwpil,Male,1,Yes,No,62,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,0.8092242399921675,3.0205913978494623,true,False,true,False
5829-nvsqn,Female,0,Yes,No,23,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,0.13376159528947762,2.448478260869565,false,False,true,False
5832-exgtt,Male,0,Yes,Yes,29,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.2,1834.15,-0.15003229228831078,2.108218390804598,false,False,true,False
5832-trlpb,Male,0,No,No,29,No,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,0.35283056113899847,2.5791954022988506,false,False,true,False
5832-xkaes,Male,0,No,No,2,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,0.1686134762200834,2.2449999999999997,true,False,true,True
5834-aspwa,Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,0.35614978789429474,2.515,true,False,true,True
5835-beqeu,Male,0,No,No,3,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,0.4059381892237312,2.537777777777778,true,False,true,True
5837-lxsdn,Female,0,Yes,Yes,21,No,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,-0.19484185348480387,1.9292857142857143,false,False,true,False
5839-suyvz,Male,0,No,No,16,No,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,0.32627674709663257,2.4385416666666666,true,False,true,False
5840-nvdcg,Female,0,Yes,Yes,16,No,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,0.11716546151299881,2.3226041666666664,false,False,true,False
5842-pocop,Female,0,Yes,No,5,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,0.8025857864815763,3.0276666666666667,true,False,true,True
5843-tthgi,Female,0,No,No,18,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,-0.4885934213284798,1.6531481481481483,false,False,true,False
5844-qvtat,Female,0,Yes,Yes,33,No,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,-0.20811876050598682,1.9751515151515153,false,False,true,False
5845-bzzib,Male,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,-1.4810422211619165,0.624095238095238,false,True,true,False
5846-abobj,Male,0,Yes,No,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1730.65,-1.3366558573065503,0.8125117370892019,false,True,true,False
5846-neqvz,Male,0,Yes,Yes,71,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,0.20346535715068872,2.3349295774647887,false,False,true,False
5846-qfdfi,Female,0,Yes,Yes,33,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),88.6,2888.7,0.7926281062156888,2.9178787878787875,true,False,true,False
5847-mxbeo,Male,0,No,No,22,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,475.1,-1.4744037676513246,0.7198484848484848,false,True,true,False
5848-fhrfc,Female,0,No,No,68,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.05,1386.9,-1.4827018345395642,0.6798529411764707,false,True,true,False
5849-ashzj,Male,0,No,Yes,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,-1.4827018345395642,0.6825925925925925,false,True,true,False
